season,team,TEAM_ABBREVIATION,first_name,last_name,full_name,position,salary,MIN,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,PTS,mp,raptor_offense,raptor_defense,raptor_total,war_total
2013,Denver Nuggets,DEN,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,5000000,570.2566667,0.458,0.5,0.745,73,100,33,15,7,176,2305,1.29129803,-0.851559822,0.439738208,3.740208057
2014,Sacramento Kings,TOT,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,4625000,1253.271667,0.5,0.206,0.753,153,284,104,32,6,355,1090,0.954625473,-1.01645395,-0.061828477,1.446566805
2014,Sacramento Kings,SAC,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,4625000,622.0466667,0.459,0.231,0.789,76,141,58,18,4,172,1090,0.954625473,-1.01645395,-0.061828477,1.446566805
2014,Sacramento Kings,WAS,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,4625000,631.225,0.542,0.125,0.718,77,143,46,14,2,183,1090,0.954625473,-1.01645395,-0.061828477,1.446566805
2015,Minnesota Timberwolves,TOT,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,1499187,461.19,0.557,0.25,0.75,51,87,37,16,0,144,1253,0.464218313,-2.925432712,-2.461214399,0.183936977
2015,Minnesota Timberwolves,SAS,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,1499187,180.7366667,0.479,0.25,0.692,27,29,12,7,0,56,1253,0.464218313,-2.925432712,-2.461214399,0.183936977
2015,Minnesota Timberwolves,MIN,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,1499187,280.4533333,0.621,0.25,0.789,24,58,25,9,0,88,1253,0.464218313,-2.925432712,-2.461214399,0.183936977
2015,San Antonio Spurs,TOT,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,396844,461.19,0.557,0.25,0.75,51,87,37,16,0,144,1253,0.464218313,-2.925432712,-2.461214399,0.183936977
2015,San Antonio Spurs,SAS,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,396844,180.7366667,0.479,0.25,0.692,27,29,12,7,0,56,1253,0.464218313,-2.925432712,-2.461214399,0.183936977
2015,San Antonio Spurs,MIN,Andre,Miller,Andre Miller,Point Guard and Shooting Guard,396844,280.4533333,0.621,0.25,0.789,24,58,25,9,0,88,1253,0.464218313,-2.925432712,-2.461214399,0.183936977
2000,Atlanta Hawks,TOT,Anthony,Miller,Anthony Miller,Power Forward,40000,11.48333333,0.5,0,0,2,0,1,0,0,2,476,-1.171906724,-0.015278328,-1.187185052,0.380511991
2000,Atlanta Hawks,PHI,Anthony,Miller,Anthony Miller,Power Forward,40000,2.416666667,0,0,0,0,0,0,0,0,0,476,-1.171906724,-0.015278328,-1.187185052,0.380511991
2000,Atlanta Hawks,HOU,Anthony,Miller,Anthony Miller,Power Forward,40000,2.766666667,0,0,0,0,0,0,0,0,0,476,-1.171906724,-0.015278328,-1.187185052,0.380511991
2000,Atlanta Hawks,ATL,Anthony,Miller,Anthony Miller,Power Forward,40000,6.3,0.5,0,0,2,0,1,0,0,2,476,-1.171906724,-0.015278328,-1.187185052,0.380511991
2000,Chicago Bulls,CHI,Brad,Miller,Brad Miller,Power Forward and Center,4000000,1437.066667,0.435,0.2,0.743,419,107,73,33,38,505,1023,-0.209566497,0.464744252,0.255177756,1.533400594
2001,Chicago Bulls,TOT,Brad,Miller,Brad Miller,Power Forward and Center,4400000,2264.075,0.499,0.429,0.775,621,152,115,76,41,1032,1434,-0.393592178,-1.037103107,-1.430695285,0.96388653
2001,Chicago Bulls,IND,Brad,Miller,Brad Miller,Power Forward and Center,4400000,872.2033333,0.562,0.333,0.823,220,51,41,24,12,424,1434,-0.393592178,-1.037103107,-1.430695285,0.96388653
2001,Chicago Bulls,CHI,Brad,Miller,Brad Miller,Power Forward and Center,4400000,1391.871667,0.46,0.5,0.751,401,101,74,52,29,608,1434,-0.393592178,-1.037103107,-1.430695285,0.96388653
2002,Indiana Pacers,IND,Brad,Miller,Brad Miller,Power Forward and Center,4800000,2270.998333,0.493,0.313,0.818,603,193,118,65,43,955,2443,1.615054963,0.656805627,2.271860589,6.259574455
2003,Sacramento Kings,SAC,Brad,Miller,Brad Miller,Power Forward and Center,7000000,2626.555,0.51,0.316,0.778,743,312,144,68,86,1014,2405,1.574431447,1.414934771,2.989366218,7.000461535
2004,Sacramento Kings,SAC,Brad,Miller,Brad Miller,Power Forward and Center,7875000,2092.5,0.524,0.263,0.812,521,220,82,69,68,876,2987,2.496417435,2.032800253,4.529217688,11.0788602
2005,Sacramento Kings,SAC,Brad,Miller,Brad Miller,Power Forward and Center,8750000,2923.356667,0.495,0.386,0.828,615,374,180,61,62,1182,2228,1.713512602,2.018818243,3.732330845,7.30103483
2006,Sacramento Kings,SAC,Brad,Miller,Brad Miller,Power Forward and Center,9625000,1783.3,0.453,0.152,0.772,401,224,108,38,39,568,3089,0.703434619,1.036688572,1.74012319,7.012842805
2007,Sacramento Kings,SAC,Brad,Miller,Brad Miller,Power Forward and Center,10500000,2512.538333,0.463,0.311,0.848,681,264,164,69,74,964,1783,-1.699061808,0.539624987,-1.15943682,1.44064002
2008,Chicago Bulls,TOT,Brad,Miller,Brad Miller,Power Forward and Center,11375000,2100.151667,0.476,0.411,0.824,545,234,130,52,36,831,2513,0.386855036,1.219906916,1.606761951,5.569684211
2008,Chicago Bulls,CHI,Brad,Miller,Brad Miller,Power Forward and Center,11375000,746.0283333,0.478,0.231,0.853,201,86,47,22,12,318,2513,0.386855036,1.219906916,1.606761951,5.569684211
2008,Chicago Bulls,SAC,Brad,Miller,Brad Miller,Power Forward and Center,11375000,1354.123333,0.474,0.465,0.801,344,148,83,30,24,513,2513,0.386855036,1.219906916,1.606761951,5.569684211
2009,Chicago Bulls,CHI,Brad,Miller,Brad Miller,Power Forward and Center,12250000,1949.693333,0.43,0.28,0.827,399,154,107,44,29,719,2286,0.195219142,0.021791979,0.217011121,3.467182629
2010,Houston Rockets,HOU,Brad,Miller,Brad Miller,Power Forward and Center,4400000,1015.426667,0.446,0.374,0.83,222,145,54,28,21,382,2043,-1.825372515,0.245098146,-1.580274368,1.202677397
2011,Minnesota Timberwolves,MIN,Brad,Miller,Brad Miller,Power Forward and Center,4752000,145.8333333,0.333,0.467,0.833,19,24,12,4,2,35,1015,0.22569926,0.73266459,0.95836385,1.917307545
2013,New Orleans Pelicans,NOP,Darius,Miller,Darius Miller,Small Forward,788872,722.7633333,0.44,0.325,0.806,52,43,22,24,9,200,694,-2.56417743,0.393673018,-2.170504412,0.206532412
2014,New Orleans Pelicans,NOP,Darius,Miller,Darius Miller,Small Forward,400000,43.36666667,0.143,0,0,1,2,1,1,0,2,723,-0.071191066,-0.363508682,-0.434699749,0.851263007
2001,Orlando Magic,ORL,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,2494080,2127.891667,0.438,0.383,0.762,273,198,108,47,23,956,2502,0.771344606,-0.478240887,0.29310372,3.886996495
2002,Orlando Magic,TOT,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,2668080,2185.243333,0.434,0.363,0.839,341,170,125,42,21,1011,2195,1.782542841,-1.145731118,0.636811723,3.787713394
2002,Orlando Magic,MEM,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,2668080,362.8716667,0.51,0.5,0.806,55,31,26,6,5,205,2195,1.782542841,-1.145731118,0.636811723,3.787713394
2002,Orlando Magic,ORL,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,2668080,1822.371667,0.418,0.34,0.847,286,139,99,36,16,806,2195,1.782542841,-1.145731118,0.636811723,3.787713394
2003,Memphis Grizzlies,MEM,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,3380457,1764.545,0.438,0.372,0.723,216,232,107,59,14,722,2186,0.667485448,-0.728005396,-0.060519948,3.036310972
2004,Memphis Grizzlies,MEM,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,6000000,2281.033333,0.505,0.433,0.72,300,220,127,54,23,1022,1868,1.962126455,-0.643888194,1.31823826,3.875848076
2005,Memphis Grizzlies,MEM,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,6750000,2267.583333,0.466,0.407,0.8,397,200,140,52,27,1014,2388,2.766520302,-0.323444283,2.443076019,6.339747262
2006,Memphis Grizzlies,MEM,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,7623813,2739.515,0.46,0.406,0.793,378,298,179,54,18,1293,2375,1.55559586,-0.853138848,0.702457013,4.173969119
2007,Memphis Grizzlies,MEM,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,8376194,2473.986667,0.502,0.432,0.774,467,240,182,35,16,1147,2740,2.544037496,-0.919630182,1.624407314,6.092486794
2008,Minnesota Timberwolves,MIN,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,9028575,2356.245,0.482,0.378,0.732,483,326,145,30,31,722,2474,2.355415865,-0.982721049,1.372694816,5.185973578
2009,Washington Wizards,WAS,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,9750000,1804.896667,0.501,0.48,0.824,336,212,115,39,12,586,2356,0.862134883,-1.077424229,-0.215289346,3.029493208
2010,Miami Heat,MIA,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,5000000,837.645,0.401,0.364,0.676,184,51,41,20,2,228,1805,2.238900566,-0.351801056,1.88709951,4.252102293
2011,Miami Heat,MIA,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,5400000,752.4166667,0.435,0.453,0.4,128,42,30,14,6,237,1053,-0.682531195,-0.815528233,-1.498059427,0.691149377
2012,Miami Heat,MIA,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,5800000,899.6433333,0.433,0.417,0.727,157,99,35,21,4,281,1120,1.837686413,-0.923996506,0.913689908,2.139952311
2013,Memphis Grizzlies,MEM,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,1399507,1706.48,0.481,0.459,0.821,207,130,77,26,5,579,1132,1.610412112,-0.651569186,0.958842926,2.166741009
2014,Miami Heat,CLE,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,6600000,701.18,0.325,0.327,0.75,91,46,23,14,4,109,1880,0.519014976,-2.841897898,-2.322882922,0.415091501
2014,Cleveland Cavaliers,CLE,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,2732000,701.18,0.325,0.327,0.75,91,46,23,14,4,109,1880,0.519014976,-2.841897898,-2.322882922,0.415091501
2015,Portland Trail Blazers,DEN,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,2854940,372.96,0.355,0.365,0,53,40,17,13,4,63,766,-2.745968514,-3.676986152,-6.422954666,-1.436753756
2015,Denver Nuggets,DEN,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,1499187,372.96,0.355,0.365,0,53,40,17,13,4,63,766,-2.745968514,-3.676986152,-6.422954666,-1.436753756
2016,Denver Nuggets,DEN,Mike,Miller,Mike Miller,Shooting Guard and Small Forward,3500000,150.5433333,0.391,0.4,1,38,22,13,2,0,28,373,-1.722015955,-0.221039116,-1.94305507,0.155046046
2013,Denver Nuggets,DEN,Quincy,Miller,Quincy Miller,Power Forward,788872,789.1016667,0.367,0.319,0.709,147,26,48,22,32,257,26,-4.443498979,-1.399746236,-5.843245215,-0.04131116
2014,Denver Nuggets,TOT,Quincy,Miller,Quincy Miller,Power Forward,150000,119.7316667,0.237,0.167,0.727,20,8,5,7,5,29,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2014,Denver Nuggets,DET,Quincy,Miller,Quincy Miller,Power Forward,150000,58.28333333,0.25,0.182,0,8,5,2,1,2,12,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2014,Denver Nuggets,SAC,Quincy,Miller,Quincy Miller,Power Forward,150000,61.44833333,0.222,0.143,0.727,12,3,3,6,3,17,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2014,Sacramento Kings,TOT,Quincy,Miller,Quincy Miller,Power Forward,107676,119.7316667,0.237,0.167,0.727,20,8,5,7,5,29,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2014,Sacramento Kings,DET,Quincy,Miller,Quincy Miller,Power Forward,107676,58.28333333,0.25,0.182,0,8,5,2,1,2,12,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2014,Sacramento Kings,SAC,Quincy,Miller,Quincy Miller,Power Forward,107676,61.44833333,0.222,0.143,0.727,12,3,3,6,3,17,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2014,Detroit Pistons,TOT,Quincy,Miller,Quincy Miller,Power Forward,107676,119.7316667,0.237,0.167,0.727,20,8,5,7,5,29,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2014,Detroit Pistons,DET,Quincy,Miller,Quincy Miller,Power Forward,107676,58.28333333,0.25,0.182,0,8,5,2,1,2,12,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2014,Detroit Pistons,SAC,Quincy,Miller,Quincy Miller,Power Forward,107676,61.44833333,0.222,0.143,0.727,12,3,3,6,3,17,789,-3.162970508,-0.746445715,-3.909416223,-0.471232971
2000,Indiana Pacers,IND,Reggie,Miller,Reggie Miller,Shooting Guard,10670000,3182.796667,0.44,0.366,0.928,285,260,133,81,15,1527,3879,4.337383057,-0.500081074,3.837301983,13.13101037
2001,Indiana Pacers,IND,Reggie,Miller,Reggie Miller,Shooting Guard,12045075,2890.68,0.453,0.406,0.911,219,253,120,88,10,1304,3358,3.956854537,-1.085280056,2.871574481,9.629133352
2002,Indiana Pacers,IND,Reggie,Miller,Reggie Miller,Shooting Guard,12046473,2121.023333,0.441,0.355,0.9,172,170,66,62,4,882,3087,3.906229132,-1.765501308,2.140727823,7.706587136
2003,Indiana Pacers,IND,Reggie,Miller,Reggie Miller,Shooting Guard,5000000,2267.28,0.438,0.401,0.885,188,249,68,65,11,800,2293,2.413955903,-0.702546045,1.711409857,5.174863433
2004,Indiana Pacers,IND,Reggie,Miller,Reggie Miller,Shooting Guard,5500000,2111.683333,0.437,0.322,0.933,156,146,77,50,5,974,2709,3.442969819,1.183098039,4.626067858,10.19614602
2000,Golden State Warriors,GSW,Chris,Mills,Chris Mills,Small Forward and Power Forward,4800000,493.6666667,0.372,0.28,0.861,93,18,20,9,5,180,649,1.03478034,-1.323462733,-0.288682393,0.812920811
2001,Golden State Warriors,GSW,Chris,Mills,Chris Mills,Small Forward and Power Forward,5400000,1235.503333,0.417,0.378,0.794,190,72,56,31,13,489,493,-2.427653611,-1.174507175,-3.602160786,-0.213953878
2002,Golden State Warriors,GSW,Chris,Mills,Chris Mills,Small Forward and Power Forward,6000000,264.015,0.368,0.28,0.889,50,22,10,7,3,101,1237,-0.158095357,-1.990807941,-2.148903298,0.379972525
2010,Portland Trail Blazers,POR,Patty,Mills,Patty Mills,Point Guard,937195,782.705,0.412,0.353,0.766,51,109,62,27,1,353,50,-1.986701751,-3.842733464,-5.829435215,-0.079363766
2012,San Antonio Spurs,SAS,Patty,Mills,Patty Mills,Point Guard,1085120,656.3833333,0.469,0.4,0.842,50,62,39,26,4,294,292,3.238834097,-1.660489259,1.578344838,0.645377232
2013,San Antonio Spurs,SAS,Patty,Mills,Patty Mills,Point Guard,1133950,1527.463333,0.464,0.425,0.89,169,149,63,68,9,826,687,1.316775144,-1.067736054,0.24903909,1.056569272
2014,San Antonio Spurs,SAS,Patty,Mills,Patty Mills,Point Guard,3842105,801.33,0.381,0.341,0.825,75,87,35,28,2,351,1878,3.803965903,1.463466302,5.267432205,7.735116417
2015,San Antonio Spurs,SAS,Patty,Mills,Patty Mills,Point Guard,3578947,1662.06,0.425,0.384,0.81,158,226,76,59,6,690,913,1.360842228,1.146870695,2.507712923,2.463255565
2016,San Antonio Spurs,SAS,Patty,Mills,Patty Mills,Point Guard,3578948,1754.413333,0.44,0.414,0.825,141,280,101,65,3,759,1829,1.770917775,0.410437682,2.181355456,4.63617997
2017,San Antonio Spurs,SAS,Patty,Mills,Patty Mills,Point Guard,10714286,2107.251667,0.411,0.372,0.89,154,229,106,55,11,819,2170,1.563858481,-0.837258549,0.726599931,3.889002187
2000,Dallas Mavericks,IND,Terry,Mills,Terry Mills,Power Forward,1400000,112.7416667,0.324,0.176,0,21,5,10,3,1,25,1919,-0.237493298,-0.388080791,-0.625574089,2.106925439
2000,Indiana Pacers,IND,Terry,Mills,Terry Mills,Power Forward,1000000,112.7416667,0.324,0.176,0,21,5,10,3,1,25,1919,-0.237493298,-0.388080791,-0.625574089,2.106925439
2015,Utah Jazz,UTA,Elijah,Millsap,Elijah Millsap,Shooting Guard,362878,172.775,0.282,0.083,0.722,35,19,9,7,3,36,924,-2.127843012,2.203514209,0.075671197,1.338983492
2016,Phoenix Suns,PHX,Elijah,Millsap,Elijah Millsap,Shooting Guard,23069,23.13333333,0.143,0,0.5,6,1,2,0,0,3,173,-2.44933402,4.096215457,1.646881438,0.390126869
2007,Utah Jazz,UTA,Paul,Millsap,Paul Millsap,Power Forward,687456,1701.733333,0.504,0,0.677,460,81,87,72,73,661,1735,0.853073236,1.736056534,2.589129771,4.773462036
2008,Utah Jazz,UTA,Paul,Millsap,Paul Millsap,Power Forward,797581,2290.378333,0.534,0,0.699,654,138,129,78,73,1028,1912,-0.075463131,1.51074356,1.435280429,4.12583563
2009,Utah Jazz,UTA,Paul,Millsap,Paul Millsap,Power Forward,7692932,2276.965,0.538,0.111,0.693,559,131,116,64,99,954,2445,1.150401946,1.663747665,2.81414961,6.946709111
2010,Utah Jazz,UTA,Paul,Millsap,Paul Millsap,Power Forward,7600000,2604.948333,0.531,0.391,0.757,579,187,145,103,69,1315,2600,0.799512698,1.141642163,1.941154861,6.262252866
2011,Utah Jazz,UTA,Paul,Millsap,Paul Millsap,Power Forward,8103435,2099.48,0.495,0.226,0.792,563,150,112,118,52,1061,2605,1.535487384,2.032232863,3.567720247,8.390406815
2012,Utah Jazz,UTA,Paul,Millsap,Paul Millsap,Power Forward,8603633,2374.768333,0.49,0.333,0.742,554,201,138,102,80,1135,2239,2.240068775,2.62469495,4.864763725,8.706949303
2013,Atlanta Hawks,ATL,Paul,Millsap,Paul Millsap,Power Forward,9500000,2481.668333,0.461,0.358,0.731,627,232,185,129,78,1328,2375,1.70221021,1.613340073,3.315550283,7.340872376
2014,Atlanta Hawks,ATL,Paul,Millsap,Paul Millsap,Power Forward,9500000,2389.533333,0.476,0.356,0.757,570,223,166,130,69,1218,2749,0.426120278,3.140098269,3.566218546,8.991157567
2015,Atlanta Hawks,ATL,Paul,Millsap,Paul Millsap,Power Forward,19000000,2646.916667,0.47,0.319,0.757,732,265,191,147,139,1385,2956,1.348280807,2.311915734,3.660196541,9.794299221
2016,Atlanta Hawks,ATL,Paul,Millsap,Paul Millsap,Power Forward,20072033,2342.83,0.442,0.311,0.768,533,252,158,90,62,1246,3012,0.444272394,2.531101794,2.975374188,8.926870847
2017,Denver Nuggets,DEN,Paul,Millsap,Paul Millsap,Power Forward,31269231,1143.476667,0.464,0.345,0.696,245,105,73,39,44,555,2562,0.700462615,2.475048063,3.175510678,7.856568283
2015,Chicago Bulls,CHI,Nikola,Mirotic,Nikola Mirotic,Power Forward,5543725,1646.11,0.407,0.39,0.807,362,100,102,58,46,777,1818,1.634625199,1.860613785,3.495238984,5.818851759
2016,Chicago Bulls,CHI,Nikola,Mirotic,Nikola Mirotic,Power Forward,5782450,1678.911667,0.413,0.342,0.773,384,75,80,53,55,744,1646,0.679349912,-0.07528241,0.604067501,2.846713968
2017,New Orleans Pelicans,TOT,Nikola,Mirotic,Nikola Mirotic,Power Forward,12500000,1493.98,0.447,0.377,0.818,405,80,62,44,39,859,1841,0.673383395,0.928564076,1.601947471,4.100167151
2017,New Orleans Pelicans,NOP,Nikola,Mirotic,Nikola Mirotic,Power Forward,12500000,872.3916667,0.427,0.335,0.81,246,41,31,29,26,439,1841,0.673383395,0.928564076,1.601947471,4.100167151
2017,New Orleans Pelicans,CHI,Nikola,Mirotic,Nikola Mirotic,Power Forward,12500000,621.5883333,0.474,0.429,0.823,159,39,31,15,13,420,1841,0.673383395,0.928564076,1.601947471,4.100167151
2000,Minnesota Timberwolves,MIN,Sam,Mitchell,Sam Mitchell,Power Forward and Small Forward,2370000,981.8983333,0.408,0.209,0.727,123,57,36,26,10,285,1295,-0.954846592,-1.119247618,-2.07409421,0.440687213
2001,Minnesota Timberwolves,MIN,Sam,Mitchell,Sam Mitchell,Power Forward and Small Forward,1000000,722.645,0.432,0.286,0.776,82,45,26,12,4,244,1033,-2.919830127,-2.731365551,-5.651195679,-1.53866271
2000,Houston Rockets,HOU,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,3920000,3006.223333,0.434,0.357,0.831,397,195,165,84,26,1538,2496,1.258643058,-0.809343181,0.449299877,4.074515286
2001,Houston Rockets,HOU,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,4413375,3115.801667,0.438,0.395,0.85,300,187,180,109,37,1606,3002,2.495070862,-0.40242206,2.092648802,7.39380205
2002,Houston Rockets,HOU,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,4903750,3040.923333,0.434,0.352,0.858,303,208,166,95,36,1280,3116,1.906473579,-1.69246294,0.214010639,4.711575893
2003,Houston Rockets,HOU,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,5394125,3235.806667,0.426,0.39,0.811,362,258,180,107,33,1260,3044,1.609192932,-0.075968655,1.533224277,6.644941567
2004,Orlando Magic,TOT,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,5884500,2394.19,0.438,0.439,0.82,229,188,133,74,30,1134,3439,0.768864574,0.586550096,1.35541467,7.190995581
2004,Orlando Magic,SAC,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,5884500,1666.61,0.44,0.424,0.831,166,146,92,51,21,765,3439,0.768864574,0.586550096,1.35541467,7.190995581
2004,Orlando Magic,ORL,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,5884500,727.58,0.432,0.464,0.797,63,42,41,23,9,369,3439,0.768864574,0.586550096,1.35541467,7.190995581
2005,LA Clippers,LAC,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,7200000,2979.1,0.426,0.339,0.839,341,238,145,93,36,1170,2547,1.074950376,-1.211436843,-0.136486467,3.447759472
2006,LA Clippers,LAC,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,8125000,2841.021667,0.44,0.411,0.837,267,198,145,92,24,1077,3452,0.054366144,0.931527979,0.985894123,6.586823178
2007,LA Clippers,LAC,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,8350000,2701.753333,0.433,0.349,0.819,275,202,123,78,34,984,2841,0.004420431,0.32151556,0.325935991,4.447211228
2008,New York Knicks,LAC,Cuttino,Mobley,Cuttino Mobley,Shooting Guard and Point Guard,9100000,364.62,0.432,0.343,0.722,29,12,18,15,2,151,2702,-0.932155614,-1.078221743,-2.010377357,1.016052519
2000,Philadelphia 76ers,TOT,Nazr,Mohammed,Nazr Mohammed,Center,739080,915.1516667,0.477,0,0.706,307,19,64,29,35,441,190,-8.006357166,0.572806999,-7.433550166,-0.456935276
2000,Philadelphia 76ers,ATL,Nazr,Mohammed,Nazr Mohammed,Center,739080,716.9483333,0.48,0,0.765,252,17,55,23,28,345,190,-8.006357166,0.572806999,-7.433550166,-0.456935276
2000,Philadelphia 76ers,PHI,Nazr,Mohammed,Nazr Mohammed,Center,739080,198.2033333,0.466,0,0.5,55,2,9,6,7,96,190,-8.006357166,0.572806999,-7.433550166,-0.456935276
2001,Atlanta Hawks,ATL,Nazr,Mohammed,Nazr Mohammed,Center,4500000,2170.035,0.461,0,0.617,651,33,118,63,61,795,912,-0.665758293,-0.996524415,-1.662282707,0.4993903
2002,Atlanta Hawks,ATL,Nazr,Mohammed,Nazr Mohammed,Center,4750000,450.3666667,0.421,0,0.634,129,6,25,16,21,160,2168,-2.887748015,-1.183432193,-4.071180208,-1.461379991
2003,Atlanta Hawks,TOT,Nazr,Mohammed,Nazr Mohammed,Center,5000000,1610.74,0.521,0,0.592,474,36,96,55,52,592,445,-3.998952802,-0.395583885,-4.394536687,-0.376460245
2003,Atlanta Hawks,NYK,Nazr,Mohammed,Nazr Mohammed,Center,5000000,671.42,0.563,0,0.525,207,16,41,33,25,247,445,-3.998952802,-0.395583885,-4.394536687,-0.376460245
2003,Atlanta Hawks,ATL,Nazr,Mohammed,Nazr Mohammed,Center,5000000,939.32,0.493,0,0.627,267,20,55,22,27,345,445,-3.998952802,-0.395583885,-4.394536687,-0.376460245
2004,New York Knicks,TOT,Nazr,Mohammed,Nazr Mohammed,Center,5250000,1938.443333,0.48,0,0.674,586,34,108,58,86,731,1708,-2.098182311,-0.361892677,-2.460074988,0.272323831
2004,New York Knicks,SAS,Nazr,Mohammed,Nazr Mohammed,Center,5250000,415.81,0.387,0,0.571,147,8,27,5,33,142,1708,-2.098182311,-0.361892677,-2.460074988,0.272323831
2004,New York Knicks,NYK,Nazr,Mohammed,Nazr Mohammed,Center,5250000,1522.633333,0.509,0,0.708,439,26,81,53,53,589,1708,-2.098182311,-0.361892677,-2.460074988,0.272323831
2005,San Antonio Spurs,SAS,Nazr,Mohammed,Nazr Mohammed,Center,5500000,1389.118333,0.504,0,0.785,418,40,91,21,49,493,2461,-2.501717362,0.024314777,-2.477402585,0.413693298
2006,Detroit Pistons,DET,Nazr,Mohammed,Nazr Mohammed,Center,5215000,773.3783333,0.532,0,0.61,229,9,43,27,40,286,1483,-1.629437247,0.39707286,-1.232364387,1.158063815
2007,Charlotte Bobcats,TOT,Nazr,Mohammed,Nazr Mohammed,Center,5632200,1649.795,0.515,0,0.583,494,72,101,45,60,639,779,-2.416750789,-0.353188713,-2.769939502,-0.007247175
2007,Charlotte Bobcats,CHA,Nazr,Mohammed,Nazr Mohammed,Center,5632200,1421.993333,0.52,0,0.617,421,66,90,38,52,570,779,-2.416750789,-0.353188713,-2.769939502,-0.007247175
2007,Charlotte Bobcats,DET,Nazr,Mohammed,Nazr Mohammed,Center,5632200,227.8016667,0.475,0,0.433,73,6,11,7,8,69,779,-2.416750789,-0.353188713,-2.769939502,-0.007247175
2008,Charlotte Bobcats,CHA,Nazr,Mohammed,Nazr Mohammed,Center,6049400,341.1283333,0.406,0,0.55,79,8,23,5,16,104,1650,-2.301190356,-0.900993706,-3.202184063,-0.37815466
2009,Charlotte Bobcats,CHA,Nazr,Mohammed,Nazr Mohammed,Center,6466600,984.21,0.553,0,0.648,304,28,53,15,43,459,341,-5.073733019,-0.46583219,-5.539565209,-0.489981191
2010,Oklahoma City Thunder,TOT,Nazr,Mohammed,Nazr Mohammed,Center,6883800,1279.6,0.522,0,0.598,368,23,70,30,56,535,1032,-0.503175778,-0.131645119,-0.634820897,1.119233246
2010,Oklahoma City Thunder,OKC,Nazr,Mohammed,Nazr Mohammed,Center,6883800,428.7133333,0.573,0,0.625,116,6,19,16,10,165,1032,-0.503175778,-0.131645119,-0.634820897,1.119233246
2010,Oklahoma City Thunder,CHA,Nazr,Mohammed,Nazr Mohammed,Center,6883800,850.8866667,0.502,0,0.591,252,17,51,14,46,370,1032,-0.503175778,-0.131645119,-0.634820897,1.119233246
2011,Oklahoma City Thunder,OKC,Nazr,Mohammed,Nazr Mohammed,Center,3750000,692.2033333,0.467,0,0.565,170,14,26,20,37,171,1428,-2.389321318,-0.020513557,-2.409834875,0.224189474
2012,Chicago Bulls,CHI,Nazr,Mohammed,Nazr Mohammed,Center,1352181,692.9283333,0.367,0,0.723,195,26,24,21,32,166,775,-3.276806223,-0.048303613,-3.325109836,-0.240742257
2013,Chicago Bulls,CHI,Nazr,Mohammed,Nazr Mohammed,Center,1399507,562.4383333,0.429,0,0.533,175,20,37,14,30,124,807,-3.438133689,1.153903453,-2.284230236,0.201300995
