season,team,TEAM_ABBREVIATION,first_name,last_name,full_name,position,salary,MIN,FG_PCT,FG3_PCT,FT_PCT,REB,AST,TOV,STL,BLK,PTS,mp,raptor_offense,raptor_defense,raptor_total,war_total
2015,Denver Nuggets,DEN,Will,Barton,Will Barton,Shooting Guard,3333333,2353.371667,0.432,0.345,0.806,476,203,139,71,39,1178,983,-1.271764882,0.991203916,-0.280560966,1.239981836
2016,Denver Nuggets,DEN,Will,Barton,Will Barton,Shooting Guard,3533333,1705.056667,0.443,0.37,0.753,259,206,97,48,28,820,2353,0.249205377,-0.599943372,-0.350737996,2.878701878
2017,Denver Nuggets,DEN,Will,Barton,Will Barton,Shooting Guard,3533333,2682.901667,0.452,0.37,0.805,409,331,149,82,52,1268,1705,1.080347477,-1.899235326,-0.81888785,1.679492457
2006,New Orleans/Oklahoma City Hornets,NOK,Brandon,Bass,Brandon Bass,Power Forward and Center,664209,161.505,0.341,0,0.75,43,3,10,2,3,42,268,-4.353876981,-1.538435257,-5.892312238,-0.42611339
2007,Dallas Mavericks,DAL,Brandon,Bass,Brandon Bass,Power Forward and Center,770610,1556.483333,0.499,0,0.822,347,58,82,22,48,654,162,-4.756712177,-1.350898774,-6.107610951,-0.276825327
2008,Dallas Mavericks,DAL,Brandon,Bass,Brandon Bass,Power Forward and Center,826269,1574.33,0.496,0,0.867,367,43,86,27,55,686,1690,-1.822912527,-1.167560485,-2.990473011,-0.191883008
2009,Orlando Magic,ORL,Brandon,Bass,Brandon Bass,Power Forward and Center,4000000,648.295,0.511,0,0.825,127,19,31,12,27,290,1766,-0.86672011,-1.197935793,-2.064655904,0.640742808
2010,Orlando Magic,ORL,Brandon,Bass,Brandon Bass,Power Forward and Center,4000000,1980.195,0.515,0,0.815,424,57,97,27,52,854,690,-0.755052513,-0.706900837,-1.46195335,0.452015566
2011,Boston Celtics,BOS,Brandon,Bass,Brandon Bass,Power Forward and Center,4250000,1868.22,0.479,0,0.81,365,55,65,34,54,738,2119,-1.782439297,1.42467833,-0.357760967,2.567946065
2012,Boston Celtics,BOS,Brandon,Bass,Brandon Bass,Power Forward and Center,6000000,2239.245,0.486,0,0.86,425,84,80,44,64,701,2476,-1.566216782,0.867301542,-0.69891524,2.616217391
2013,Boston Celtics,BOS,Brandon,Bass,Brandon Bass,Power Forward and Center,6450000,2266.398333,0.486,0.333,0.858,470,87,102,36,71,911,2443,-2.228068137,-0.885020808,-3.113088945,-0.437160561
2014,Boston Celtics,BOS,Brandon,Bass,Brandon Bass,Power Forward and Center,6900000,1928.67,0.504,0.281,0.79,398,104,83,41,32,866,2266,-2.051681274,-1.170599018,-3.222280292,-0.541079709
2015,Los Angeles Lakers,LAL,Brandon,Bass,Brandon Bass,Power Forward and Center,3000000,1342.411667,0.549,0,0.845,285,74,42,33,55,473,2015,-1.735010107,-1.224363645,-2.959373753,-0.227945012
2016,LA Clippers,LAC,Brandon,Bass,Brandon Bass,Power Forward and Center,1551659,576.865,0.575,0.333,0.875,129,21,29,14,11,292,1342,-0.031488239,-0.384970571,-0.41645881,1.586707134
2007,Toronto Raptors,TOR,Maceo,Baston,Maceo Baston,Power Forward,1830000,103.2166667,0.68,0,0.7,26,3,4,2,4,41,405,-1.005198873,-0.761537184,-1.766736057,0.204685136
2008,Indiana Pacers,IND,Maceo,Baston,Maceo Baston,Power Forward,2272860,217.1083333,0.543,0,0.63,52,7,12,6,10,67,104,0.330823535,-0.69960101,-0.368777474,0.129477075
2002,San Antonio Spurs,SAS,Mengke,Bateer,Mengke Bateer,Center,512453,46.90833333,0.235,0.333,0,10,4,6,0,0,9,408,-4.358997465,-0.594139446,-4.953136911,-0.467408872
2003,Toronto Raptors,TOR,Mengke,Bateer,Mengke Bateer,Center,636679,39.11,0.571,0,0,8,1,2,1,0,8,46,-10.2737505,-2.820509678,-13.09426018,-0.251589982
2006,Atlanta Hawks,ATL,Esteban,Batista,Esteban Batista,Power Forward,664209,81.21333333,0.5,0,0.571,30,4,4,3,0,20,495,-3.531535141,-1.25374613,-4.785281271,-0.521946458
2000,Boston Celtics,BOS,Tony,Battie,Tony Battie,Center and Power Forward,3200000,845.3083333,0.537,0,0.638,233,16,37,27,60,260,1505,-1.518148131,0.638006818,-0.880141312,1.441735048
2001,Boston Celtics,BOS,Tony,Battie,Tony Battie,Center and Power Forward,3600000,1820.495,0.541,0,0.677,481,35,51,60,67,510,845,-2.940767981,1.60930346,-1.331464521,0.613279597
2002,Boston Celtics,BOS,Tony,Battie,Tony Battie,Center and Power Forward,4000000,1685.018333,0.539,0.2,0.746,433,49,48,33,81,487,2262,-2.376642477,2.681480279,0.304837802,3.549496483
2003,Cleveland Cavaliers,TOT,Tony,Battie,Tony Battie,Center and Power Forward,4400000,1474.731667,0.443,0.222,0.742,359,58,63,26,67,408,1896,-1.13017349,2.160691117,1.030517627,3.662665239
2003,Cleveland Cavaliers,CLE,Tony,Battie,Tony Battie,Center and Power Forward,4400000,977.0716667,0.427,0.125,0.768,241,37,39,18,47,272,1896,-1.13017349,2.160691117,1.030517627,3.662665239
2003,Cleveland Cavaliers,BOS,Tony,Battie,Tony Battie,Center and Power Forward,4400000,497.66,0.479,1,0.697,118,21,24,8,20,136,1896,-1.13017349,2.160691117,1.030517627,3.662665239
2004,Orlando Magic,ORL,Tony,Battie,Tony Battie,Center and Power Forward,4800000,1909.506667,0.46,0,0.723,452,42,81,30,81,394,1478,-3.103254001,-0.901622784,-4.004876785,-0.942892727
2005,Orlando Magic,ORL,Tony,Battie,Tony Battie,Center and Power Forward,5200000,2215.008333,0.507,0,0.664,457,49,88,46,69,649,1894,-4.440836434,0.643674861,-3.797161572,-1.011460228
2006,Orlando Magic,ORL,Tony,Battie,Tony Battie,Center and Power Forward,5746000,1574.571667,0.489,0,0.675,344,35,61,29,30,404,2215,-2.388588752,-0.360634419,-2.749223171,0.000876954
2009,New Jersey Nets,NJN,Tony,Battie,Tony Battie,Center and Power Forward,6292000,133.745,0.35,0.25,0.7,23,3,3,4,2,36,1330,-2.674163405,0.20756975,-2.466593655,0.184104053
2010,Philadelphia 76ers,PHI,Tony,Battie,Tony Battie,Center and Power Forward,1352181,376.9916667,0.469,0.667,0.571,99,12,12,5,15,100,134,-5.382217162,-0.448908805,-5.831125967,-0.212295533
2011,Philadelphia 76ers,PHI,Tony,Battie,Tony Battie,Center and Power Forward,1352181,294.8083333,0.373,0,1,67,16,4,4,6,42,415,-5.458033374,0.067772805,-5.390260568,-0.562906866
2002,Memphis Grizzlies,MEM,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,2368200,2381.998333,0.483,0.398,0.828,345,105,68,102,88,756,3097,0.847033967,2.022409599,2.869443566,8.861488006
2003,Memphis Grizzlies,MEM,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,2533440,1948.096667,0.446,0.349,0.732,303,101,56,101,58,669,2383,1.659193824,1.920939982,3.580133806,7.681129121
2004,Memphis Grizzlies,MEM,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,3212402,2518.551667,0.442,0.395,0.789,413,126,75,91,77,792,2016,1.892376469,1.798347859,3.690724328,6.616327773
2005,Memphis Grizzlies,MEM,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,4903000,2839.391667,0.488,0.394,0.707,429,136,90,92,114,818,2635,1.587963166,3.275692414,4.863655579,10.20636198
2006,Houston Rockets,HOU,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,5393300,2988.311667,0.446,0.421,0.779,338,175,72,79,60,829,2968,0.772794595,4.311636474,5.084431069,11.80894092
2007,Houston Rockets,HOU,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,5883600,2906.676667,0.428,0.377,0.743,407,155,78,77,90,744,3260,0.222903015,2.630566476,2.853469491,9.328186984
2008,Houston Rockets,HOU,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,6448900,2031.196667,0.41,0.384,0.821,285,137,49,48,54,436,3153,0.914554457,2.142530879,3.057085336,9.316941507
2009,Houston Rockets,HOU,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,6864200,2168.453333,0.398,0.362,0.726,312,164,64,53,76,534,2527,0.48230136,2.124405278,2.606706638,6.943997661
2010,Memphis Grizzlies,TOT,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,7354500,2374.486667,0.45,0.382,0.688,373,185,79,69,81,624,2168,0.083122616,1.205962576,1.289085192,4.450473256
2010,Memphis Grizzlies,MEM,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,7354500,556.805,0.426,0.333,0.882,92,32,16,16,10,115,2168,0.083122616,1.205962576,1.289085192,4.450473256
2010,Memphis Grizzlies,HOU,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,7354500,1817.681667,0.456,0.391,0.645,281,153,63,53,71,509,2168,0.083122616,1.205962576,1.289085192,4.450473256
2011,Miami Heat,MIA,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,3000000,1498.92,0.387,0.339,0.622,156,82,37,64,33,311,2714,0.894790781,0.63533877,1.530129551,5.994985486
2012,Miami Heat,MIA,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,3135000,1786.261667,0.42,0.43,0.842,165,72,34,41,55,472,2267,0.414663538,0.848419688,1.263083226,4.697586815
2013,Miami Heat,MIA,Shane,Battier,Shane Battier,Small Forward and Shooting Guard,3270000,1467.583333,0.382,0.348,0.652,138,63,21,50,39,298,2178,0.924194848,0.427346226,1.351541074,4.581113197
2009,Portland Trail Blazers,POR,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,1118760,917.6216667,0.519,0.409,0.843,141,44,27,24,25,375,1517,0.861114486,0.126887991,0.988002477,2.8879092
2010,Portland Trail Blazers,POR,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,1196760,2521.846667,0.455,0.345,0.841,361,123,83,68,49,990,1057,2.811560143,-0.506925329,2.304634813,2.727998335
2011,Portland Trail Blazers,POR,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,2155365,1790.9,0.451,0.391,0.836,271,84,90,57,60,818,2673,1.061960203,-1.219869126,-0.157908924,3.530924659
2012,Portland Trail Blazers,POR,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,10850000,2806.563333,0.423,0.372,0.848,412,360,190,91,83,1047,1791,1.90534535,-1.461531891,0.443813458,2.911063756
2013,Portland Trail Blazers,POR,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,11295250,2955.978333,0.465,0.361,0.803,611,420,208,75,57,1070,2807,2.041035966,-0.007549564,2.033486403,6.825323458
2014,Portland Trail Blazers,POR,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,11765500,2380.093333,0.4,0.324,0.857,416,341,132,78,40,664,3415,1.834131854,0.306724733,2.140856587,8.669646433
2015,Charlotte Hornets,CHA,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,12235750,2447.56,0.426,0.348,0.849,428,403,205,65,43,1046,2589,0.574498605,-0.165137744,0.409360861,4.220006825
2016,Charlotte Hornets,CHA,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,20869566,2617.248333,0.403,0.333,0.856,481,456,194,86,29,1164,2592,1.105883581,-2.243041272,-1.137157691,2.101826397
2017,Charlotte Hornets,CHA,Nicolas,Batum,Nicolas Batum,Small Forward and Shooting Guard,22434783,1980.823333,0.415,0.336,0.831,306,349,131,65,23,740,2617,0.873403788,-0.669862592,0.203541196,3.99955652
2003,Toronto Raptors,TOT,Lonny,Baxter,Lonny Baxter,Power Forward and Center,636679,764.0633333,0.493,0.333,0.579,187,20,38,17,29,251,682,-2.762766208,-2.114978485,-4.877744693,-0.748328709
2003,Toronto Raptors,WAS,Lonny,Baxter,Lonny Baxter,Power Forward and Center,636679,132.4066667,0.5,0,0.75,31,5,5,2,5,41,682,-2.762766208,-2.114978485,-4.877744693,-0.748328709
2003,Toronto Raptors,TOR,Lonny,Baxter,Lonny Baxter,Power Forward and Center,636679,485.945,0.469,0,0.536,121,10,22,14,18,150,682,-2.762766208,-2.114978485,-4.877744693,-0.748328709
2003,Toronto Raptors,CHI,Lonny,Baxter,Lonny Baxter,Power Forward and Center,636679,145.7116667,0.551,1,0.625,35,5,11,1,6,60,682,-2.762766208,-2.114978485,-4.877744693,-0.748328709
2004,New Orleans Hornets,NOH,Lonny,Baxter,Lonny Baxter,Power Forward and Center,542475,36,0.273,0,0,8,0,4,0,0,6,766,-2.972586334,-1.579695732,-4.552282066,-0.702841871
2005,Houston Rockets,TOT,Lonny,Baxter,Lonny Baxter,Power Forward and Center,745248,400.5433333,0.433,0,0.8,117,4,20,11,8,118,36,-9.615285589,-3.138280361,-12.75356595,-0.188907921
2005,Houston Rockets,CHA,Lonny,Baxter,Lonny Baxter,Power Forward and Center,745248,119.4433333,0.375,0,0.75,33,2,7,2,1,36,36,-9.615285589,-3.138280361,-12.75356595,-0.188907921
2005,Houston Rockets,HOU,Lonny,Baxter,Lonny Baxter,Power Forward and Center,745248,281.1,0.458,0,0.842,84,2,13,9,7,82,36,-9.615285589,-3.138280361,-12.75356595,-0.188907921
2009,Portland Trail Blazers,POR,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,2143080,1304.24,0.414,0.315,0.831,120,172,94,26,5,630,666,-3.956260504,-2.600697671,-6.556958175,-1.306531596
2010,Toronto Raptors,TOT,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,2292600,1495.283333,0.422,0.336,0.806,165,266,127,38,5,651,1470,0.244187176,-2.059843746,-1.81565657,0.710717367
2010,Toronto Raptors,TOR,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,2292600,1346.765,0.429,0.348,0.81,150,238,110,36,4,601,1470,0.244187176,-2.059843746,-1.81565657,0.710717367
2010,Toronto Raptors,NOH,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,2292600,148.5183333,0.347,0.214,0.765,15,28,17,2,1,50,1470,0.244187176,-2.059843746,-1.81565657,0.710717367
2011,Toronto Raptors,TOR,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,3042280,704.64,0.424,0.423,0.852,66,118,53,24,4,353,1496,-0.14096317,-2.840422875,-2.981386045,-0.19713044
2012,Memphis Grizzlies,MEM,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,3000000,1764.715,0.419,0.353,0.836,176,264,120,59,17,693,705,2.345904139,-1.653466085,0.692438055,1.243037334
2013,Memphis Grizzlies,TOT,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,3135000,1685.743333,0.402,0.358,0.797,145,194,82,60,9,666,2085,-0.069129537,-1.043612633,-1.112742171,1.7574623
2013,Memphis Grizzlies,BOS,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,3135000,1036.173333,0.418,0.395,0.803,86,128,60,40,4,416,2085,-0.069129537,-1.043612633,-1.112742171,1.7574623
2013,Memphis Grizzlies,MEM,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,3135000,649.57,0.377,0.301,0.789,59,66,22,20,5,250,2085,-0.069129537,-1.043612633,-1.112742171,1.7574623
2014,Milwaukee Bucks,MIL,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,3000000,1717.378333,0.426,0.308,0.883,211,233,133,59,12,598,1686,0.055387949,-2.443851918,-2.388463968,0.306814964
2015,Milwaukee Bucks,MIL,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,3000000,1504.818333,0.423,0.437,0.778,141,163,73,47,11,541,1837,-1.891251919,-0.186036701,-2.07728862,0.636176248
2016,Philadelphia 76ers,PHI,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,9424084,71.49,0.344,0.4,0.9,12,13,9,0,0,33,1505,0.165054292,-0.884811808,-0.719757516,1.547213365
2017,Philadelphia 76ers,PHI,Jerryd,Bayless,Jerryd Bayless,Point Guard and Shooting Guard,9000000,924.6916667,0.416,0.37,0.795,80,54,46,23,6,307,71,-2.391000887,-3.306754325,-5.697755212,-0.106791361
2013,San Antonio Spurs,SAS,Aron,Baynes,Aron Baynes,Center,788872,490.8083333,0.436,0,0.905,145,34,36,2,5,161,164,-3.961307682,0.012498136,-3.948809546,-0.099782583
2014,San Antonio Spurs,SAS,Aron,Baynes,Aron Baynes,Center,2077000,1122.34,0.566,0.25,0.865,318,35,65,16,22,461,592,-2.784132303,-1.053617393,-3.837749697,-0.311638669
2015,Detroit Pistons,DET,Aron,Baynes,Aron Baynes,Center,6500000,1232.946667,0.505,0,0.764,384,51,67,21,52,514,1162,-1.78577055,1.677697274,-0.108073276,1.582774432
2016,Detroit Pistons,DET,Aron,Baynes,Aron Baynes,Center,6500000,1162.545,0.513,0,0.84,333,32,50,17,39,365,1277,-1.974912257,0.007966313,-1.966945944,0.49225764
2017,Boston Celtics,BOS,Aron,Baynes,Aron Baynes,Center,4328000,1484.493333,0.471,0.143,0.756,434,93,80,22,51,482,1163,-1.875361813,4.496757306,2.621395493,3.184373182
2013,Golden State Warriors,TOT,Kent,Bazemore,Kent Bazemore,Small Forward and Shooting Guard,788872,911.1516667,0.429,0.336,0.606,117,91,79,43,13,403,283,-3.458409046,0.375934551,-3.082474495,-0.055882567
2013,Golden State Warriors,LAL,Kent,Bazemore,Kent Bazemore,Small Forward and Shooting Guard,788872,643.3833333,0.451,0.371,0.644,77,71,51,31,7,302,283,-3.458409046,0.375934551,-3.082474495,-0.055882567
2013,Golden State Warriors,GSW,Kent,Bazemore,Kent Bazemore,Small Forward and Shooting Guard,788872,267.7683333,0.371,0.256,0.528,40,20,28,12,6,101,283,-3.458409046,0.375934551,-3.082474495,-0.055882567
2014,Atlanta Hawks,ATL,Kent,Bazemore,Kent Bazemore,Small Forward and Shooting Guard,2000000,1323.49,0.426,0.364,0.6,222,78,73,52,33,390,911,-2.441953227,0.44579947,-1.996153757,0.358660649
2015,Atlanta Hawks,ATL,Kent,Bazemore,Kent Bazemore,Small Forward and Shooting Guard,2000000,2082.796667,0.441,0.357,0.815,379,171,138,98,38,872,1627,-2.849644121,0.329000843,-2.520643278,0.193117395
2016,Atlanta Hawks,ATL,Kent,Bazemore,Kent Bazemore,Small Forward and Shooting Guard,15730338,1962.781667,0.409,0.346,0.708,231,177,125,91,52,801,2408,-0.328531686,1.073720551,0.745188865,4.34503008
2017,Atlanta Hawks,ATL,Kent,Bazemore,Kent Bazemore,Small Forward and Shooting Guard,16910113,1789.441667,0.42,0.394,0.796,248,228,157,100,45,836,2113,-1.421443848,1.530683226,0.109239377,3.130193167
2013,Washington Wizards,WAS,Bradley,Beal,Bradley Beal,Shooting Guard,4319280,2530.018333,0.419,0.402,0.788,273,243,128,71,18,1249,1745,-0.089040245,0.180285054,0.091244809,2.527024384
2014,Washington Wizards,WAS,Bradley,Beal,Bradley Beal,Shooting Guard,4505280,2107.436667,0.427,0.409,0.783,241,194,123,76,18,962,2988,0.693734057,0.757417798,1.451151855,6.499806363
2015,Washington Wizards,WAS,Bradley,Beal,Bradley Beal,Shooting Guard,5694674,1708.245,0.449,0.387,0.767,188,162,112,54,11,958,2525,1.116495159,0.654232997,1.770728157,5.832489048
2016,Washington Wizards,WAS,Bradley,Beal,Bradley Beal,Shooting Guard,22116750,2684.013333,0.482,0.404,0.825,240,267,156,83,21,1779,1708,0.67381068,-1.434618777,-0.760808096,1.746502494
2017,Washington Wizards,WAS,Bradley,Beal,Bradley Beal,Shooting Guard,23775506,2976.701667,0.46,0.375,0.791,363,373,214,96,36,1857,3189,4.936225741,0.143347822,5.079573563,12.8920628
2017,Denver Nuggets,DEN,Malik,Beasley,Malik Beasley,Shooting Guard,1700640,582.7316667,0.41,0.341,0.667,71,31,24,15,7,196,165,-1.071661225,3.65363439,2.581973165,0.454544338
2009,Miami Heat,MIA,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,4638600,2328.13,0.45,0.275,0.8,498,100,131,80,49,1156,2187,-2.049813026,-1.243480762,-3.293293789,-0.61710507
2010,Minnesota Timberwolves,MIN,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,4962240,2361.458333,0.45,0.366,0.753,409,158,195,54,52,1401,2463,-2.116978913,-0.343020729,-2.459999642,0.362698235
2011,Minnesota Timberwolves,MIN,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,6262347,1087.163333,0.445,0.376,0.642,207,45,80,18,19,541,2361,-1.041357368,-0.666931101,-1.708288469,1.254876598
2012,Phoenix Suns,PHX,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,5750000,1554.056667,0.405,0.313,0.746,282,111,144,31,34,759,1087,-2.463720411,-1.307472515,-3.771192926,-0.566950472
2013,Phoenix Suns,MIA,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,4666667,831.4216667,0.499,0.389,0.772,172,42,57,23,21,436,1554,-4.310694579,-2.572911154,-6.883605733,-3.279589453
2013,Miami Heat,MIA,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,1027424,831.4216667,0.499,0.389,0.772,172,42,57,23,21,436,1554,-4.310694579,-2.572911154,-6.883605733,-3.279589453
2014,Phoenix Suns,MIA,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,777778,504.805,0.434,0.235,0.769,89,32,37,15,13,212,854,-0.703212227,-0.78227563,-1.485487857,0.554108403
2014,Miami Heat,MIA,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,330226,504.805,0.434,0.235,0.769,89,32,37,15,13,212,854,-0.703212227,-0.78227563,-1.485487857,0.554108403
2015,Houston Rockets,HOU,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,306527,362.5866667,0.522,0.333,0.776,98,16,24,11,9,255,505,-4.037971484,0.342335839,-3.695635645,-0.244526325
2016,Milwaukee Bucks,MIL,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,1403611,934.5,0.532,0.419,0.743,193,53,66,27,27,528,443,1.114054169,-1.037798617,0.076255552,0.649897103
2016,Phoenix Suns,MIL,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,777777,934.5,0.532,0.419,0.743,193,53,66,27,27,528,443,1.114054169,-1.037798617,0.076255552,0.649897103
2017,New York Knicks,NYK,Michael,Beasley,Michael Beasley,Power Forward and Small Forward,1471382,1653.441667,0.507,0.395,0.78,414,123,143,36,43,976,983,0.190786331,-0.262820216,-0.072033885,1.354232442
2010,Dallas Mavericks,DAL,Rodrigue,Beaubois,Rodrigue Beaubois,Point Guard,1156080,495.6716667,0.422,0.301,0.767,52,64,47,20,8,236,731,1.783065064,-1.33899178,0.444073284,1.197710998
2011,Dallas Mavericks,DAL,Rodrigue,Beaubois,Rodrigue Beaubois,Point Guard,1236720,1150.653333,0.422,0.288,0.841,151,152,70,56,28,472,496,-2.460541874,-0.271051242,-2.731593116,0.00473961
2012,Dallas Mavericks,DAL,Rodrigue,Beaubois,Rodrigue Beaubois,Point Guard,2227333,549.2833333,0.369,0.292,0.789,57,84,33,19,4,181,1163,-0.06591501,0.673132206,0.607217196,1.998949559
2008,Golden State Warriors,GSW,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,1446720,881.875,0.442,0.397,0.769,71,88,59,36,1,372,241,-2.888580223,-2.457222453,-5.345802675,-0.318967037
2009,Toronto Raptors,TOR,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,1547640,1120.951667,0.406,0.38,0.835,95,89,60,42,5,469,882,-0.403470418,-1.073815782,-1.4772862,0.57428251
2010,New Orleans Hornets,NOH,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,2380270,1957.161667,0.437,0.414,0.784,151,92,77,38,6,836,1121,0.268230706,-1.215243878,-0.947013172,1.032829699
2011,New Orleans Hornets,NOH,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,3377604,1965.703333,0.417,0.377,0.783,172,101,69,48,5,780,2130,0.14018366,-2.022162365,-1.881978704,0.938292056
2012,Chicago Bulls,CHI,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,1957000,1881.545,0.395,0.357,0.839,140,148,82,44,6,702,1966,0.061378225,-1.242287052,-1.180908827,1.574903558
2013,San Antonio Spurs,SAS,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,2750000,2015.825,0.485,0.43,0.847,226,179,95,50,7,911,2207,-0.511983624,-1.803058617,-2.315042241,0.508062204
2014,San Antonio Spurs,SAS,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,2873750,1388.343333,0.423,0.374,0.848,157,94,61,31,3,568,2372,2.069388487,-2.086210822,-0.016822335,3.2802432
2015,Sacramento Kings,SAC,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,6333333,1671.681667,0.386,0.306,0.833,117,127,80,37,2,696,1504,0.68050619,-2.607362622,-1.926856432,0.642539123
2016,Charlotte Hornets,CHA,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,6333333,1777.563333,0.429,0.36,0.893,178,147,70,44,9,780,1672,-1.118694875,-2.79615107,-3.914845945,-0.996314167
2017,Atlanta Hawks,TOT,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,6306060,1946.731667,0.441,0.377,0.908,151,148,94,66,12,971,1778,0.140303303,-2.068544714,-1.928241412,0.746940013
2017,Atlanta Hawks,PHI,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,6306060,737.3833333,0.495,0.385,0.87,51,45,40,20,9,380,1778,0.140303303,-2.068544714,-1.928241412,0.746940013
2017,Atlanta Hawks,ATL,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,6306060,1209.348333,0.41,0.372,0.927,100,103,54,46,3,591,1778,0.140303303,-2.068544714,-1.928241412,0.746940013
2017,Philadelphia 76ers,TOT,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,776217,1946.731667,0.441,0.377,0.908,151,148,94,66,12,971,1778,0.140303303,-2.068544714,-1.928241412,0.746940013
2017,Philadelphia 76ers,PHI,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,776217,737.3833333,0.495,0.385,0.87,51,45,40,20,9,380,1778,0.140303303,-2.068544714,-1.928241412,0.746940013
2017,Philadelphia 76ers,ATL,Marco,Belinelli,Marco Belinelli,Shooting Guard and Small Forward,776217,1209.348333,0.41,0.372,0.927,100,103,54,46,3,591,1778,0.140303303,-2.068544714,-1.928241412,0.746940013
2006,Milwaukee Bucks,MIL,Charlie,Bell,Charlie Bell,Shooting Guard,744551,2847.931667,0.437,0.352,0.78,238,247,104,97,4,1110,1391,1.645323538,0.131309815,1.776633353,3.21578821
2007,Milwaukee Bucks,MIL,Charlie,Bell,Charlie Bell,Shooting Guard,3100000,1628.245,0.381,0.341,0.805,167,210,76,52,2,514,2848,1.07868789,-1.450137456,-0.371449566,3.458198517
2008,Milwaukee Bucks,MIL,Charlie,Bell,Charlie Bell,Shooting Guard,3354480,1782.528333,0.414,0.363,0.825,134,151,76,50,7,587,1628,0.083406727,-1.392070172,-1.308663444,1.198526586
2009,Milwaukee Bucks,MIL,Charlie,Bell,Charlie Bell,Shooting Guard,3596000,1610.94,0.381,0.365,0.716,132,104,54,39,12,459,1783,-0.439931433,-0.963641629,-1.403573062,1.226025116
2010,Golden State Warriors,GSW,Charlie,Bell,Charlie Bell,Shooting Guard,4447792,170.925,0.279,0.286,0.5,18,13,6,6,1,32,1619,-1.939455579,0.725245136,-1.214210443,1.262210461
2001,Philadelphia 76ers,PHI,Raja,Bell,Raja Bell,Shooting Guard,540850,892.535,0.429,0.273,0.75,111,71,48,21,4,254,154,-1.178918353,0.462246678,-0.716671675,0.186024738
