"team","seasonyear","sg_totalassistslast3years","sg_totalstealslast3years","sg_totalblockslast3years","sg_totalturnoverslast3years","sg_personalfoulslast3years","sg_totalpointslast3years","pf_totalassistslast3years","pf_totalstealslast3years","pf_totalblockslast3years","pf_totalturnoverslast3years","pf_personalfoulslast3years","pf_totalpointslast3years","sf_totalassistslast3years","sf_totalstealslast3years","sf_totalblockslast3years","sf_totalturnoverslast3years","sf_personalfoulslast3years","sf_totalpointslast3years","c_totalassistslast3years","c_totalstealslast3years","c_totalblockslast3years","c_totalturnoverslast3years","c_personalfoulslast3years","c_totalpointslast3years","pg_totalassistslast3years","pg_totalstealslast3years","pg_totalblockslast3years","pg_totalturnoverslast3years","pg_personalfoulslast3years","pg_totalpointslast3years"
"CHA",2006,"65.7777777777777778","37.8888888888888889","8.8888888888888889","58.4444444444444444","98.7777777777777778","445.1111111111111111","43.7083333333333333","30.9166666666666667","40.2916666666666667","61.9166666666666667","122.2500000000000000","458.5416666666666667","72.4583333333333333","52.0833333333333334","23.3333333333333333","65.8333333333333334","104.1250000000000000","409.8750000000000000","41.1666666666666667","20.6666666666666667","24.8333333333333334","54.5000000000000000","149.6666666666666667","456.0000000000000000","320.7777777777777778","84.0000000000000000","4.4444444444444444","111.5555555555555556","137.0000000000000000","539.1111111111111111"
"CHA",2007,"38.7222222222222222","28.1111111111111111","4.8888888888888889","37.4444444444444445","74.3888888888888889","302.2777777777777778","64.6666666666666667","19.2000000000000000","16.4000000000000000","68.1666666666666667","118.6666666666666667","478.9666666666666667","102.3333333333333333","68.7777777777777778","34.2222222222222222","78.6666666666666667","117.5555555555555556","519.5555555555555555","40.13333333333333332000","22.8666666666666667","43.8000000000000000","61.2000000000000000","135.2666666666666667","447.0666666666666667","394.5000000000000000","85.1111111111111111","4.66666666666666666667","134.6666666666666667","148.2777777777777778","699.5000000000000000"
"CHA",2008,"79.5000000000000000","38.8333333333333334","8.8333333333333334","52.3333333333333334","124.1666666666666667","512.0000000000000000","84.7222222222222222","66.5555555555555556","36.3888888888888889","72.2777777777777778","126.2222222222222222","546.9444444444444444","116.8333333333333334","48.0000000000000000","28.5000000000000000","77.6666666666666667","119.0000000000000000","783.8333333333333334","35.8333333333333333","23.0000000000000000","49.0833333333333334","66.4166666666666667","150.5833333333333333","475.0000000000000000","287.4444444444444445","53.4444444444444444","4.5555555555555556","112.8888888888888889","106.6666666666666667","626.5555555555555555"
"CHA",2009,"65.7500000000000000","27.1666666666666667","8.91666666666666665000","41.0000000000000000","97.5833333333333333","421.6666666666666667","73.3333333333333333","15.1111111111111111","13.3333333333333333","50.5000000000000000","75.1666666666666667","265.1388888888888889","92.4166666666666667","43.0416666666666667","19.7500000000000000","76.0833333333333334","119.0833333333333334","553.0000000000000000","43.7777777777777778","37.6666666666666667","91.0000000000000000","82.8888888888888889","182.4444444444444445","532.8888888888888889","279.7777777777777778","55.4444444444444444","6.44444444444444443333","121.8888888888888889","123.3333333333333333","690.5555555555555556"
"CHA",2010,"123.0000000000000000","43.7333333333333333","14.6000000000000000","85.1333333333333333","102.4000000000000000","615.6666666666666667","326.0000000000000000","82.3333333333333334","42.0000000000000000","205.5000000000000000","184.6666666666666667","1179.6666666666666667","103.8333333333333334","72.0000000000000000","39.6666666666666667","93.8333333333333334","125.3333333333333334","721.0000000000000000","23.7666666666666667","16.6666666666666667","41.8333333333333333","45.3333333333333333","100.6333333333333333","252.4666666666666667","374.4166666666666667","79.2500000000000000","12.4166666666666667","149.7500000000000000","157.9166666666666667","884.5000000000000000"
"CHA",2011,"102.3750000000000000","39.0833333333333333","16.1250000000000000","79.3333333333333333","78.9583333333333333","501.1250000000000000","134.5833333333333334","50.4166666666666667","35.0833333333333333","92.7500000000000000","124.4166666666666667","608.0000000000000000","94.7777777777777778","53.5000000000000000","39.3333333333333333","77.0000000000000000","115.2222222222222222","533.9444444444444444","26.0666666666666667","23.8000000000000000","40.3333333333333333","45.0666666666666667","100.2000000000000000","294.4666666666666667","113.2083333333333334","21.1666666666666667","5.83333333333333332500","49.1666666666666667","58.8333333333333334","306.3750000000000000"
"CHA",2012,"51.1666666666666667","24.5000000000000000","12.3333333333333333","38.6666666666666667","63.1666666666666667","336.5000000000000000","93.1666666666666667","32.2500000000000000","34.0833333333333333","64.2500000000000000","107.4166666666666667","370.6666666666666667","63.9166666666666667","26.5000000000000000","10.1666666666666667","52.9166666666666667","86.9166666666666667","459.4166666666666667","19.3333333333333333","11.1111111111111111","49.1111111111111111","37.8888888888888889","76.5555555555555556","189.8888888888888889","219.2222222222222222","36.6666666666666667","9.6666666666666667","90.3333333333333333","77.8888888888888889","562.7777777777777778"
"CHA",2013,"131.3000000000000000","32.0666666666666667","11.2666666666666667","79.5000000000000000","84.5666666666666667","549.4666666666666667","32.6666666666666667","17.6666666666666667","23.3333333333333333","39.8333333333333333","71.5833333333333333","284.8333333333333334","84.4444444444444444","40.3333333333333333","29.1111111111111111","61.7777777777777778","119.6666666666666667","520.6666666666666667","22.5555555555555555","15.8888888888888889","67.5555555555555556","46.0555555555555556","109.2222222222222222","217.0555555555555555","230.7500000000000000","64.5000000000000000","14.0000000000000000","102.2500000000000000","84.5000000000000000","685.7500000000000000"
"CHA",2014,"131.8333333333333333","41.1666666666666667","19.1666666666666667","98.8333333333333334","117.0000000000000000","758.8333333333333334","74.6666666666666667","19.5555555555555555","18.4444444444444444","35.4444444444444444","80.8888888888888889","275.0000000000000000","51.5000000000000000","31.3333333333333333","24.1666666666666667","45.1666666666666667","95.3333333333333333","364.6666666666666667","88.7777777777777778","41.0000000000000000","81.7777777777777778","82.7777777777777778","163.8888888888888889","728.8888888888888889","260.6666666666666667","55.4444444444444444","12.0000000000000000","110.7777777777777778","84.8888888888888889","754.0000000000000000"
"CHI",2003,"158.9166666666666667","58.1666666666666667","29.9166666666666667","67.8333333333333334","145.4166666666666667","449.4166666666666667","102.5000000000000000","53.8333333333333334","48.3333333333333334","116.5000000000000000","171.6666666666666667","844.5000000000000000","153.6666666666666667","40.2222222222222222","18.55555555555555556667","93.6666666666666667","114.7777777777777778","689.3333333333333333","35.0666666666666667","21.9000000000000000","43.1333333333333333","69.2000000000000000","148.4666666666666667","363.1666666666666667","195.6666666666666667","48.7777777777777778","11.2222222222222222","93.8888888888888889","93.4444444444444445","414.1111111111111111"
"CHI",2004,"131.3888888888888889","47.5000000000000000","14.7222222222222222","77.8888888888888889","96.2222222222222222","500.1666666666666667","45.3333333333333333","37.10000000000000000000","37.96666666666666668000","69.7666666666666667","138.1666666666666667","403.9000000000000000","75.5277777777777778","36.9722222222222222","18.6944444444444444","60.8888888888888889","96.8333333333333333","334.0277777777777778","95.3333333333333334","40.8333333333333334","46.5000000000000000","88.1666666666666667","168.8333333333333334","535.5000000000000000","297.1666666666666667","60.5000000000000000","11.8333333333333334","118.1666666666666667","157.1666666666666667","508.0000000000000000"
